nome,codigo,disciplina,nota,situacao
Mauricio Diego,OCRQ3517,Storytelling Visual,,REPROVADO POR FALTA
Mauricio Diego,RJGL2456,Design Colaborativo,,REPROVADO POR FALTA
Mauricio Diego,QBWW6998,Computacao Grafica,,REPROVADO POR FALTA
Mauricio Diego,UFMQ0127,Design para Longevidade,,REPROVADO POR FALTA
Mauricio Diego,MKUB0718,Design de Mobiliario,9.00,APROVADO POR MÉDIA
Mauricio Diego,BKII1063,Design de Visualizacao de Informacoes,,REPROVADO POR FALTA
Mauricio Diego,RJYZ5864,Identidade Visual,2.85,REPROVADO
Mauricio Diego,OCRQ3517,Storytelling Visual,,REPROVADO POR FALTA
Mauricio Diego,RJGL2456,Design Colaborativo,,REPROVADO POR FALTA
Mauricio Diego,QBWW6998,Computacao Grafica,,REPROVADO POR FALTA
Mauricio Diego,UFMQ0127,Design para Longevidade,,REPROVADO POR FALTA
Mauricio Diego,BKII1063,Design de Visualizacao de Informacoes,,REPROVADO POR FALTA
Mauricio Diego,RJYZ5864,Identidade Visual,,REPROVADO POR FALTA
Clara Nicolas,OCRQ3517,Storytelling Visual,8.50,APROVADO POR MÉDIA
Clara Nicolas,RJGL2456,Design Colaborativo,4.47,REPROVADO
Clara Nicolas,QBWW6998,Computacao Grafica,9.00,APROVADO POR MÉDIA
Clara Nicolas,UFMQ0127,Design para Longevidade,5.07,APROVADO
Clara Nicolas,MKUB0718,Design de Mobiliario,9.45,APROVADO POR MÉDIA
Clara Nicolas,BKII1063,Design de Visualizacao de Informacoes,10.00,APROVADO POR MÉDIA
Clara Nicolas,RJYZ5864,Identidade Visual,7.25,APROVADO POR MÉDIA
Clara Nicolas,UCTK5222,Design de Realidade Aumentada (AR) e Virtual (VR),7.50,APROVADO POR MÉDIA
Clara Nicolas,NRYN3294,Design de Interfaces Neuromorficas,10.00,APROVADO POR MÉDIA
Clara Nicolas,NRCI1107,Design de Experiencia em Museus,9.75,APROVADO POR MÉDIA
Clara Nicolas,AAZN5771,Ergonomia,9.00,APROVADO POR MÉDIA
Clara Nicolas,UXMU2899,Interacao Tangivel,10.00,APROVADO POR MÉDIA
Clara Nicolas,RJGL2456,Design Colaborativo,9.45,APROVADO POR MÉDIA
Clara Nicolas,JJNT2088,Manipulacao de Imagem,8.75,APROVADO POR MÉDIA
Clara Nicolas,JGDZ1333,Gamificacao,7.00,APROVADO POR MÉDIA
Clara Nicolas,TSYB3211,Impressao 3D,10.00,APROVADO POR MÉDIA
Clara Nicolas,VOQA5582,Tipografia,,REPROVADO POR FALTA
Clara Nicolas,BLDG0260,Design de Joias,8.85,APROVADO POR MÉDIA
Clara Nicolas,KAWV5083,Branding,8.25,APROVADO POR MÉDIA
Clara Nicolas,DOMK5241,Design de Aprendizado,7.00,APROVADO POR MÉDIA
Clara Nicolas,COOQ5695,Design de Interacao em Tempo Real,7.00,APROVADO POR MÉDIA
Clara Nicolas,VFBH8799,Design Cibernetico,7.95,APROVADO POR MÉDIA
Clara Nicolas,ZULH9584,Projeto Integrado,8.90,APROVADO POR MÉDIA
Clara Nicolas,WPUV3332,Design de Tecnologia Vestivel (Wearable),7.50,APROVADO POR MÉDIA
Clara Nicolas,JVFQ7338,Design de Interacao Cultural,7.50,APROVADO POR MÉDIA
Clara Nicolas,QVGO0107,Prototipagem em Papel,9.00,APROVADO POR MÉDIA
Clara Nicolas,LERH6635,Design de Produto,7.00,APROVADO POR MÉDIA
Clara Nicolas,VOQA5582,Tipografia,8.50,APROVADO POR MÉDIA
Clara Nicolas,FZLO1427,Marketing de Produto,8.95,APROVADO POR MÉDIA
Clara Nicolas,MAEY1044,Design Computacional,8.65,APROVADO POR MÉDIA
Clara Nicolas,SATJ7970,Design de Narrativa Espacial,7.50,APROVADO POR MÉDIA
Clara Nicolas,RVMF0745,Design Biomimetico,10.00,APROVADO POR MÉDIA
Clara Nicolas,TPYC6338,Design Thinking,8.00,APROVADO POR MÉDIA
Clara Nicolas,KZBU0327,Design de Interacao Corporal,9.50,APROVADO POR MÉDIA
Clara Nicolas,RRME1020,Design Parametrico,9.00,APROVADO POR MÉDIA
Clara Nicolas,NGVU3526,Ecodesign,9.65,APROVADO POR MÉDIA
Clara Nicolas,LLKP8902,Design Digital,9.30,APROVADO POR MÉDIA
Clara Nicolas,IENT5068,Design Experimental,8.50,APROVADO POR MÉDIA
Clara Nicolas,DZNQ4989,Design Cenico,9.50,APROVADO POR MÉDIA
Clara Nicolas,MXMO8868,Cultura Visual,8.00,APROVADO POR MÉDIA
Clara Nicolas,XERB6119,Gestao de Marcas,10.00,APROVADO POR MÉDIA
Clara Nicolas,AOXV5438,Design de Espacos Virtuais,9.50,APROVADO POR MÉDIA
Clara Nicolas,CÓDIGO,NOME DA DISCIPLINA,NOTA FINAL,SITUAÇÃO CONCEITO
Clara Nicolas,TRQX5862,Etica em Design,9.00,APROVADO POR MÉDIA
Clara Nicolas,BMDH7993,Design de Apresentacoes,8.25,APROVADO POR MÉDIA
Clara Nicolas,TWIP0018,Teoria da Cor,9.50,APROVADO POR MÉDIA
Clara Nicolas,RMDE3651,Teoria do Design,9.45,APROVADO POR MÉDIA
Clara Nicolas,DQUN5124,Comunicacao Visual,10.00,APROVADO POR MÉDIA
Clara Nicolas,LSHL3127,Design de Redes Sociais,10.00,APROVADO POR MÉDIA
Clara Nicolas,TOZF3011,SemiÃ³tica,8.00,APROVADO POR MÉDIA
Clara Nicolas,VMGY1151,Design de Interacao Tangivel,7.75,APROVADO POR MÉDIA
Clara Nicolas,XYOT5349,Tecnicas de Iluminacao,,REPROVADO POR FALTA
Clara Nicolas,XYOT5349,Tecnicas de Iluminacao,,REPROVADO POR FALTA
Clara Nicolas,XYOT5349,Tecnicas de Iluminacao,8.50,APROVADO POR MÉDIA
Clara Nicolas,,FORMADO,,
Miguel Michele,OCRQ3517,Storytelling Visual,9.50,APROVADO POR MÉDIA
Miguel Michele,RJGL2456,Design Colaborativo,5.99,APROVADO
Miguel Michele,QBWW6998,Computacao Grafica,7.25,APROVADO POR MÉDIA
Miguel Michele,UFMQ0127,Design para Longevidade,,REPROVADO POR FALTA
Miguel Michele,MKUB0718,Design de Mobiliario,7.68,APROVADO POR MÉDIA
Miguel Michele,BKII1063,Design de Visualizacao de Informacoes,7.00,APROVADO POR MÉDIA
Miguel Michele,RJYZ5864,Identidade Visual,8.75,APROVADO POR MÉDIA
Miguel Michele,ZULH9584,Projeto Integrado,1.84,REPROVADO POR FALTA
Miguel Michele,WPUV3332,Design de Tecnologia Vestivel (Wearable),7.00,APROVADO POR MÉDIA
Miguel Michele,NRYN3294,Design de Interfaces Neuromorficas,7.25,APROVADO POR MÉDIA
Miguel Michele,NRCI1107,Design de Experiencia em Museus,,REPROVADO POR FALTA
Miguel Michele,MXMO8868,Cultura Visual,7.70,APROVADO POR MÉDIA
Miguel Michele,AAZN5771,Ergonomia,7.50,APROVADO POR MÉDIA
Miguel Michele,UXMU2899,Interacao Tangivel,8.00,APROVADO POR MÉDIA
Cecilia Viviane,CÓDIGO,NOME DA DISCIPLINA,NOTA FINAL,SITUAÇÃO CONCEITO
Cecilia Viviane,OCRQ3517,Storytelling Visual,8.75,APROVADO POR MÉDIA
Cecilia Viviane,RJGL2456,Design Colaborativo,2.05,REPROVADO
Cecilia Viviane,QBWW6998,Computacao Grafica,8.00,APROVADO POR MÉDIA
Cecilia Viviane,UFMQ0127,Design para Longevidade,5.25,APROVADO
Cecilia Viviane,MKUB0718,Design de Mobiliario,,APROVADO POR FREQÜÊNCIA
Cecilia Viviane,BKII1063,Design de Visualizacao de Informacoes,6.88,APROVADO
Cecilia Viviane,RJYZ5864,Identidade Visual,9.00,APROVADO POR MÉDIA
Cecilia Viviane,RJGL2456,Design Colaborativo,6.50,APROVADO
Cecilia Viviane,JGDZ1333,Gamificacao,8.50,APROVADO POR MÉDIA
Cecilia Viviane,NRYN3294,Design de Interfaces Neuromorficas,5.10,APROVADO
Cecilia Viviane,NRCI1107,Design de Experiencia em Museus,7.75,APROVADO POR MÉDIA
Cecilia Viviane,MXMO8868,Cultura Visual,,CANCELADO COM ONUS
Cecilia Viviane,BLDG0260,Design de Joias,7.40,APROVADO POR MÉDIA
Cecilia Viviane,AAZN5771,Ergonomia,8.75,APROVADO POR MÉDIA
Cecilia Viviane,DOMK5241,Design de Aprendizado,6.38,APROVADO
Cecilia Viviane,JJNT2088,Manipulacao de Imagem,7.70,APROVADO POR MÉDIA
Cecilia Viviane,ZULH9584,Projeto Integrado,5.68,APROVADO
Cecilia Viviane,WPUV3332,Design de Tecnologia Vestivel (Wearable),9.00,APROVADO POR MÉDIA
Cecilia Viviane,TSYB3211,Impressao 3D,4.07,REPROVADO
Cecilia Viviane,VOQA5582,Tipografia,6.03,APROVADO
Cecilia Viviane,KAWV5083,Branding,7.00,APROVADO POR MÉDIA
Cecilia Viviane,NGVU3526,Ecodesign,9.00,APROVADO POR MÉDIA
Cecilia Viviane,COOQ5695,Design de Interacao em Tempo Real,7.00,APROVADO POR MÉDIA
Cecilia Viviane,UCTK5222,Design de Realidade Aumentada (AR) e Virtual (VR),7.75,APROVADO POR MÉDIA
Cecilia Viviane,BMDH7993,Design de Apresentacoes,8.00,APROVADO POR MÉDIA
Cecilia Viviane,TSYB3211,Impressao 3D,8.50,APROVADO POR MÉDIA
Cecilia Viviane,MXMO8868,Cultura Visual,7.00,APROVADO POR MÉDIA
Cecilia Viviane,FZLO1427,Marketing de Produto,9.00,APROVADO POR MÉDIA
Cecilia Viviane,UXMU2899,Interacao Tangivel,8.50,APROVADO POR MÉDIA
Cecilia Viviane,VFBH8799,Design Cibernetico,8.60,APROVADO POR MÉDIA
Cecilia Viviane,RVMF0745,Design Biomimetico,9.00,APROVADO POR MÉDIA
Cecilia Viviane,JVFQ7338,Design de Interacao Cultural,8.50,APROVADO POR MÉDIA
Cecilia Viviane,TPYC6338,Design Thinking,9.50,APROVADO POR MÉDIA
Cecilia Viviane,IENT5068,Design Experimental,9.00,APROVADO POR MÉDIA
Cecilia Viviane,QVGO0107,Prototipagem em Papel,8.75,APROVADO POR MÉDIA
Cecilia Viviane,LERH6635,Design de Produto,9.55,APROVADO POR MÉDIA
Cecilia Viviane,AOXV5438,Design de Espacos Virtuais,8.40,APROVADO POR MÉDIA
Cecilia Viviane,RRME1020,Design Parametrico,9.00,APROVADO POR MÉDIA
Cecilia Viviane,MAEY1044,Design Computacional,6.00,APROVADO
Cecilia Viviane,SATJ7970,Design de Narrativa Espacial,9.75,APROVADO POR MÉDIA
Cecilia Viviane,LLKP8902,Design Digital,9.00,APROVADO POR MÉDIA
Cecilia Viviane,DZNQ4989,Design Cenico,7.25,APROVADO POR MÉDIA
Cecilia Viviane,KZBU0327,Design de Interacao Corporal,,REPROVADO POR FALTA
Cecilia Viviane,CÓDIGO,NOME DA DISCIPLINA,NOTA FINAL,SITUAÇÃO CONCEITO
Cecilia Viviane,XERB6119,Gestao de Marcas,4.32,REPROVADO
Cecilia Viviane,TRQX5862,Etica em Design,8.50,APROVADO POR MÉDIA
Cecilia Viviane,TOZF3011,SemiÃ³tica,,REPROVADO POR FALTA
Cecilia Viviane,TWIP0018,Teoria da Cor,9.00,APROVADO POR MÉDIA
Cecilia Viviane,RMDE3651,Teoria do Design,7.90,APROVADO POR MÉDIA
Cecilia Viviane,XERB6119,Gestao de Marcas,7.43,APROVADO
Cecilia Viviane,VMGY1151,Design de Interacao Tangivel,7.00,APROVADO POR MÉDIA
Cecilia Viviane,TOZF3011,SemiÃ³tica,9.00,APROVADO POR MÉDIA
Cecilia Viviane,KZBU0327,Design de Interacao Corporal,,REPROVADO POR FALTA
Cecilia Viviane,DQUN5124,Comunicacao Visual,8.50,APROVADO POR MÉDIA
Cecilia Viviane,LSHL3127,Design de Redes Sociais,8.02,APROVADO POR MÉDIA
Cecilia Viviane,XYOT5349,Tecnicas de Iluminacao,10.00,APROVADO POR MÉDIA
Cecilia Viviane,KZBU0327,Design de Interacao Corporal,7.50,APROVADO POR MÉDIA
Cecilia Viviane,,INTEGRALIZADO,,
Cecilia Viviane,,FORMADO,,
Elisa Valentina,OCRQ3517,Storytelling Visual,,REPROVADO POR FALTA
Elisa Valentina,RJGL2456,Design Colaborativo,,REPROVADO POR FALTA
Elisa Valentina,QBWW6998,Computacao Grafica,,REPROVADO POR FALTA
Elisa Valentina,UFMQ0127,Design para Longevidade,,REPROVADO POR FALTA
Elisa Valentina,MKUB0718,Design de Mobiliario,,REPROVADO POR FALTA
Elisa Valentina,BKII1063,Design de Visualizacao de Informacoes,,REPROVADO POR FALTA
Elisa Valentina,RJYZ5864,Identidade Visual,,REPROVADO POR FALTA
